StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1861,Q1862,Q867,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q98,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q69,Q67,Q64,Q69 2,Q73,type,task,Enter Embedded Data Field Name Here...
8/7/17 9:06,8/7/17 9:09,0,196.53.35.116,100,159,1,8/7/17 9:09,R_s5PJ4jbcvDwjDe9,,,,,40.49809265,-74.31939697,anonymous,EN,A17MUS17DFQZ4P,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,"I think that it is his job, and while he is on the clock he should be working, I do not believe that other employees are just hanging out and not doing other tasks. ",3,2,4,4,4,5,I think is a natural response to the situation. ,4,I have no reason to distrust him. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,1,5,1,5,1,
8/7/17 9:07,8/7/17 9:09,0,76.23.145.159,100,162,1,8/7/17 9:09,R_2bZyMVE4AdIc17Q,,,,,41.54710388,-72.34300232,anonymous,EN,A28JD7KES2CTTS,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,The manager was doing his job. ,4,4,4,4,4,4,"This depends on whether his feedback was positiv or negative, and that was not specified. ",4,"I've personally worked with good managers and bad managers, it could go either way. ",1,2,26,2,2,1,5,4,
8/7/17 9:07,8/7/17 9:09,0,148.141.15.97,100,168,1,8/7/17 9:09,R_cGxxOVGxJtA0zGV,,,,,41.49949646,-81.69539642,anonymous,EN,AL3B1JGRX5DB9,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,programs used to predict outcomes or programs used to amass a bunch of data to spit out a solution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,If Chris is available to work in the mornings then he should be able to work,6,4,5,2,2,2,He is able to work mornings,6,It should be able to figure out based off employees availability,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,5,1,1,2,
8/7/17 9:07,8/7/17 9:10,0,173.29.24.78,100,183,1,8/7/17 9:10,R_dhtdbpTw6D80S1r,,,,,42.55070496,-90.69309998,anonymous,EN,AW84U9AKN5R08,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1, i can'tremember,i have no idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,its a 50/50.,4,4,4,4,4,4,i don't know how someone would feel,3,I don'tk now naything about algorithm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,3,1,4,3,
8/7/17 9:08,8/7/17 9:10,0,148.75.176.88,100,128,1,8/7/17 9:10,R_2SoDxBDHOe5uFwG,,,,,40.73379517,-73.26519775,anonymous,EN,AVI7UDWV0Y3W3,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,I don't understand why it would be unfair,4,4,4,4,4,4,I don't know anything about his feelings,4,I have no reason to distrust them or trust them,1,,,,,,,,,,,,,4,29,2,5,1,5,3,
8/7/17 9:06,8/7/17 9:10,0,24.31.136.233,100,233,1,8/7/17 9:10,R_0kAL6P0UdRuapvX,,,,,44.03359985,-70.75700378,anonymous,EN,A2SOHTPWH4VGP5,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A set of instructions intended to produce a result or a series of results.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"An algorithm is only as good as the person/people that programmed it, AND/IF it is connected to a ""smart database"" where it learns over time.",4,4,4,4,4,4,"Again, the algorithm is only a way of showing a potential result.",4,An algorithm is only as good as the programmer(s) who made it.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,2,5,1,1,4,
8/7/17 9:07,8/7/17 9:10,0,67.158.17.165,100,182,1,8/7/17 9:10,R_26gOtdEUKjikwCJ,,,,,44.12089539,-103.1977997,anonymous,EN,A2LZ9KG42SZ3I0,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorith predicts customer volume and the manager considers employee availability.,Rules for calculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,There is a logical basis and human input.,5,4,4,2,4,2,He would be happy he has a job.,6,There is science and humanity involved.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,2,2,1,4,2,
8/7/17 9:06,8/7/17 9:10,0,75.86.102.248,100,252,1,8/7/17 9:10,R_Zk7GEbsGKxwVNoB,,,,,42.78529358,-87.82189941,anonymous,EN,A2O19SRDLSQDP6,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,computer programs that analyze data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,an algorithm cannot analyze emotion involved,3,3,2,5,5,5,it wouldnt be an accurate evaluation so I dont think he could feel good about it,2,it cant analyze emotion,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,1,3,1,1,4,
8/7/17 9:07,8/7/17 9:11,0,107.195.170.235,100,233,1,8/7/17 9:11,R_sG9814mY0mATMUV,,,,,44.70140076,-92.47350311,anonymous,EN,A20L6298VOQ61R,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,Chris was doing the job expected of him,3,3,5,2,2,2,Chris probably understands that the manager trusts in his skills,6,The manager must run a sound and efficient factory,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,1,5,1,5,1,
8/7/17 9:08,8/7/17 9:11,0,24.184.50.174,100,167,1,8/7/17 9:11,R_3O0SX6eJgzXW0UH,,,,,40.60090637,-73.93969727,anonymous,EN,A2HNNNCB7WM8VD,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,the algorithm has parameters and the managers reviews what the algorithm finds,algorithms are codes and principles that are used to find some sort of outcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"This way, top applicants get chosen. Its easier to filter out many potential employees",5,2,2,6,5,6,Chris probably feels like any other applicant,5,The algorithm uses properties set by a manager,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,2,5,1,4,3,
