StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q112,Q72,Q92_1,Q96_1,Q1724,Q1725,Q1726_1,Q1726_2,Q1726_3,Q1726_4,Q1726_5,Q1726_6,Q1727,Q1728,Q1729,Q1730,Q1757,Q1758,Q1759_1,Q1759_2,Q1759_3,Q1759_4,Q1759_5,Q1759_6,Q1760,Q1761,Q1762,Q1763,Q1787,Q1788,Q1789_1,Q1789_2,Q1789_3,Q1789_4,Q1789_5,Q1789_6,Q1790,Q1791,Q1792,Q1793,Q1817,Q1818,Q1819_1,Q1819_2,Q1819_3,Q1819_4,Q1819_5,Q1819_6,Q1820,Q1821,Q1822,Q1823,Q1861,Q1862,Q867,Q1734,Q1735,Q1736_1,Q1736_2,Q1736_3,Q1736_4,Q1736_5,Q1736_6,Q1737,Q1738,Q1739,Q1740,Q1767,Q1768,Q1769_1,Q1769_2,Q1769_3,Q1769_4,Q1769_5,Q1769_6,Q1770,Q1771,Q1772,Q1773,Q1797,Q1798,Q1799_1,Q1799_2,Q1799_3,Q1799_4,Q1799_5,Q1799_6,Q1800,Q1801,Q1802,Q1803,Q1827,Q1828,Q1829_1,Q1829_2,Q1829_3,Q1829_4,Q1829_5,Q1829_6,Q1830,Q1831,Q1832,Q1833,Q1744,Q1745,Q1746_1,Q1746_2,Q1746_3,Q1746_4,Q1746_5,Q1746_6,Q1747,Q1748,Q1749,Q1750,Q1777,Q1778,Q1779_1,Q1779_2,Q1779_3,Q1779_4,Q1779_5,Q1779_6,Q1780,Q1781,Q1782,Q1783,Q1807,Q1808,Q1809_1,Q1809_2,Q1809_3,Q1809_4,Q1809_5,Q1809_6,Q1810,Q1811,Q1812,Q1813,Q1837,Q1838,Q1839_1,Q1839_2,Q1839_3,Q1839_4,Q1839_5,Q1839_6,Q1840,Q1841,Q1842,Q1843,Q1684,Q1685,Q1686_1,Q1686_2,Q1686_3,Q1686_4,Q1686_5,Q1686_6,Q1687,Q1688,Q1689,Q1690,Q1694,Q1695,Q1696_1,Q1696_2,Q1696_3,Q1696_4,Q1696_5,Q1696_6,Q1697,Q1698,Q1699,Q1700,Q1704,Q1705,Q1706_1,Q1706_2,Q1706_3,Q1706_4,Q1706_5,Q1706_6,Q1707,Q1708,Q1709,Q1710,Q1714,Q1715,Q1716_1,Q1716_2,Q1716_3,Q1716_4,Q1716_5,Q1716_6,Q1717,Q1718,Q1719,Q1720,Q98,Q1644,Q1645,Q1646_1,Q1646_2,Q1646_3,Q1646_4,Q1646_5,Q1646_6,Q1647,Q1648,Q1649,Q1650,Q1654,Q1655,Q1656_1,Q1656_2,Q1656_3,Q1656_4,Q1656_5,Q1656_6,Q1657,Q1658,Q1659,Q1660,Q1664,Q1665,Q1666_1,Q1666_2,Q1666_3,Q1666_4,Q1666_5,Q1666_6,Q1667,Q1668,Q1669,Q1670,Q1674,Q1675,Q1676_1,Q1676_2,Q1676_3,Q1676_4,Q1676_5,Q1676_6,Q1677,Q1678,Q1679,Q1680,Q69,Q67,Q64,Q69 2,Q73,type,task,Enter Embedded Data Field Name Here...
7/31/17 12:59,7/31/17 13:02,0,71.172.159.119,100,200,1,7/31/17 13:02,R_tDHOmBg8DGa9vFf,,,,,40.74580383,-74.03209686,anonymous,EN,A36Z98CBRZQ2AA,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"the algorithm looked at customer reviews, the manager looked at those and responded, and then the algorithm uh algorithmed the results together",ways for computers to code situations and sort of average/blur them into answers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The fairness of the situation is based entirely on the way the algorithm is coded.,5,5,4,2,4,5,"I can't know how he'd feel until he got the results, so I guessed.",4,I don't trust managers and I trust algorithms even less.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,1,5,1,4,4,
7/31/17 12:59,7/31/17 13:02,0,174.31.109.181,100,206,1,7/31/17 13:02,R_UxSRYFZwHwqGZ5n,,,,,41.33859253,-105.860199,anonymous,EN,A3V1WO6CU1EQA1,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"The algorithm decides on employee schedules, and the manager adjusts them if need be",A set of rules and codes followed by computers to make decisions,,,,,,,,,,,,,5,It seems fair because it schedules him for when the shop is busiest,4,4,4,4,4,4,I don't think Chris would mind either way so long as the schedule works for him.,5,"I think that the algorithm would likely work well, but may need some minor adjustment here or there to fit specific needs.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,2,4,1,3,2,
7/31/17 12:59,7/31/17 13:02,0,12.201.148.154,100,162,1,7/31/17 13:02,R_sj8bbe5Gb9gMCn7,,,,,37.75100708,-97.8219986,anonymous,EN,A3BI98I9V2FL0T,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7,its work so if they want to work him that day then he has to work,4,4,4,4,4,4,nothing really was sad about how chris felt about it,5,they generally know when they need people,1,,,,,,,,,,,,,,,,,,,,,,,,,1,29,2,3,1,5,2,
7/31/17 12:59,7/31/17 13:02,0,174.65.5.11,100,197,1,7/31/17 13:02,R_26lh6Ugqm8xgmvz,,,,,32.71699524,-116.9949951,anonymous,EN,A265YVS68WFFPQ,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,The managers duty is to ensure his employees are completing their jobs properly,4,4,4,4,4,4,I don't know his performance evaluation so I cant say,5,It would depend on the managers personality and if he liked Chris or not.,1,1,27,1,5,1,5,4,
7/31/17 12:58,7/31/17 13:02,0,184.155.197.26,100,238,1,7/31/17 13:02,R_2wKXlL8GvpHfns1,,,,,30.39790344,-89.03949738,anonymous,EN,ALCOP0S6PFR2O,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager uses the algorithm in determining the final performance.,"A process, normally by a computer, that follows a set of rules to determine an outcome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It seems like there would be a lot of things an algorithm could miss with something as complex as performance.,2,2,3,6,5,6,"He would rather be evaluated by a person, so he could defend any issues that come up.",2,"Again, I think the algorithm would miss a lot of crucial points.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,2,5,1,3,4,
7/31/17 12:59,7/31/17 13:03,0,72.241.203.169,100,227,1,7/31/17 13:03,R_1LcUlUBX9bRk4yR,,,,,41.7059021,-83.63760376,anonymous,EN,ABUF5EN8YNJQO,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The manager and the algorithm both decide which hours are best for an employee to work during.,I think it is a system of calculations to determine a specified outcome.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,It is a very thorough process that determines when the best time for Chris to work.,5,4,4,1,1,1,"He would probably just be happy working, after all he isn't forced to.",5,I would trust that the algorithm knows how many customers there are during the day.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,2,4,1,4,2,
7/31/17 12:59,7/31/17 13:03,0,209.105.182.57,100,256,1,7/31/17 13:03,R_2WAvvI7IrZgyN5A,,,,,41.52049255,-80.80079651,anonymous,EN,A8OE2E20OZYKI,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,They noth analyzed problems.,Sets of rules a computer program follows.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,It just seems like a fair enough practice.,4,4,4,3,1,2,He probably doesn't feel particularly good or bad. Just even.,5,It seems trustworthy enough.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,1,3,1,4,1,
7/31/17 12:59,7/31/17 13:03,0,104.2.10.117,100,223,1,7/31/17 13:03,R_2dEoeXF8l9ocLqg,,,,,40.11439514,-88.28130341,anonymous,EN,A1PF01FF85HUY4,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mathmatical equations used to tease out information from a given set of information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It takes people out of the review process. ,3,4,4,5,2,4,He's probably a little dissappointed but indifferent.,4,It is completely analytical,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,5,1,1,3,
7/31/17 12:57,7/31/17 13:03,0,69.47.241.212,100,353,1,7/31/17 13:03,R_1FRlHW0A0XgdXHZ,,,,,41.6934967,-87.61450195,anonymous,EN,A14WLAP6TCEKO0,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,The algorithm sift through applicant resumes and statements to find top contenders. The human adjust the algorithm refine the selection process. ,a set of rules a program me abide by to make calculations.,,,,,,,,,,,,,,,,,,,,,,,,,6,I think that it is fair to Chris as long as all the other applicant are subject to the same algorithm monitored by the manager,6,5,6,1,2,2,"If Chris is picked for an interview, he would know that the algorithm considers him a top applicant.",6,"Since the algorithm is monitored and adjusted by a human, the algorithm still have a human ""touch"" that a machine that is not monitored doesn't have.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,2,5,2,3,3,
7/31/17 12:59,7/31/17 13:03,0,67.85.241.241,100,245,1,7/31/17 13:03,R_32L7kRC1NXAVHnV,,,,,40.72250366,-73.55680084,anonymous,EN,A1IW2WLAEDSV4M,"1,2",3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Algorithms are mathematical calculations designed to be the most efficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,The algorithm may be forcing him to do unnecessary maintenance. He would be a better judge if the work is needed to be done.,3,3,3,5,6,5,Chris will feel like his expertise will be irrelevant and feel out of control in the situation.,3,"Unless I took a close look at how it's computed, I can't trust some random model.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,2,6,1,1,1,
