emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
6.0,R_2EuiajI0jg8w2G5,3,1,1.0,0,0.0,0.0,6.0,Because it looks for the best applicant match,7,1,7,1,1,1,He would be happy with how well his algorithm did,6.0,because it is meant to do a good job,1,26,1,4,1,a set of calculations to get the best choice
3.6666666666666665,R_1H2bzSFrYjyomKh,3,1,1.0,0,0.0,0.0,3.0,I think people should select the top applicants ,4,3,4,4,4,5,I think it would depend on if he got selected or not ,3.0,I think people have better judgement than an algorithm ,1,25,1,5,1,a set of rules followed by a computer 
4.0,R_ahD6PtsC19eSj2V,1,5,5.0,0,0.0,0.0,7.0,Chris is an employee and he is assigned an important task.,4,4,4,4,4,4,I don't know how Chris feels about his job or certain aspects of it. ,5.0,I would hope that someone in the position of manager would be confident and good at their job.,1,21,1,4,1,0
3.6666666666666665,R_2uEPjBFkuXKp8qn,2,3,3.0,The manager used the algorithm for scheduling. ,0.0,0.0,4.0,"It seems like it's somewhat arbitrary, but the system is distributed fairly? ",4,4,4,5,4,5,I imagine the impersonal touch is a bit demeaning. ,4.0,I'd have to see it work in person to have a firm opinion. ,2,26,2,5,1,Computer programs. 
4.166666666666667,R_SH8ixs5TW8me5hL,2,1,1.0,0,0.0,0.0,6.0,I think an algorithm is better because it can remove all personal favoritism by the scheduler.,5,4,4,6,3,3,I think Chris would feel like it is fair but may be disappointed.,7.0,As long as the algorithm is working right it should optimize employee scheduling.,2,21,2,5,1,Algorithms are automated computer processes that take data and make decisions
4.5,R_3s052l3Nvnn9d3b,2,2,3.0,"the algorithm determined appropriate scheduling based on criteria, manager followed recommendations of algorithm",0.0,0.0,5.0,"The algorithm is unbiased, but can't accommodate for individual preferences",5,4,4,3,2,5,Chris is a human he will exhibit a wide range of emotions in response to any given situation,5.0,He/she is a human and is fallible,3,53,1,5,1,A set of calculations based on data and criteria used to determine a given action
4.0,R_Aizwn6kG4YUj4R3,2,3,1.0,The algorithm determines when Chris will be scheduled based off customer data/volume at various points of the day. ,1.0,0.0,5.0,"It is taking full statistical analysis in play to maximize both Chris' time, as well as the store's. Plus, Chris has the right to quit. ",4,4,3,2,4,5,"Although, it works out best for him logically, I think he would have a bit of wounded pride. ",5.0,It is stripping away emotion and using raw data to maximize Chris' time and that of the owner's. ,2,28,2,5,1,"Algorithms are computer-driven programs designed to solve problems, rank, etc based off binary code. "
1.0,R_XXKrwo11xd4QJMZ,2,1,1.0,0,0.0,0.0,1.0,It doesn't seem right to do it this way.,1,1,1,7,7,7,He may or may not be a morning person.,1.0,It doesn't seem like a fair system.,1,26,1,4,1,Calculations
3.1666666666666665,R_d6inpw8GAXti6ul,4,4,3.0,The algorithm checked the comments while the manager listened to previous calls,0.0,0.0,6.0,"This is Chris' job, and his employer is making sure his job is done correctly. ",3,3,4,5,5,5,Chris probably isn't happy that he is being monitored this way. ,6.0,"Algorithms are math based, and one simply cannot refute fact. ",2,25,2,5,1,Algorithms are mathematical formulas used for a specific purpose. 
4.5,R_2wdlYBcmlSoMMlX,1,5,5.0,0,0.0,0.0,6.0,It seems to be part of his job,3,4,5,3,2,4,Chris is chosen because he is trusted to do his job,5.0,"On the job, one has to believe in their manager's judgement",1,68,1,3,1,0
