emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
4.5,R_tDHOmBg8DGa9vFf,4,4,3.0,"the algorithm looked at customer reviews, the manager looked at those and responded, and then the algorithm uh algorithmed the results together",0.0,0.0,3.0,The fairness of the situation is based entirely on the way the algorithm is coded.,5,5,4,2,4,5,"I can't know how he'd feel until he got the results, so I guessed.",4.0,I don't trust managers and I trust algorithms even less.,2,30,1,5,1,ways for computers to code situations and sort of average/blur them into answers
4.0,R_UxSRYFZwHwqGZ5n,2,3,3.0,"The algorithm decides on employee schedules, and the manager adjusts them if need be",0.0,0.0,5.0,It seems fair because it schedules him for when the shop is busiest,4,4,4,4,4,4,I don't think Chris would mind either way so long as the schedule works for him.,5.0,"I think that the algorithm would likely work well, but may need some minor adjustment here or there to fit specific needs.",1,23,2,4,1,A set of rules and codes followed by computers to make decisions
4.0,R_sj8bbe5Gb9gMCn7,2,5,5.0,0,0.0,0.0,7.0,its work so if they want to work him that day then he has to work,4,4,4,4,4,4,nothing really was sad about how chris felt about it,5.0,they generally know when they need people,1,29,2,3,1,0
4.0,R_26lh6Ugqm8xgmvz,4,5,5.0,0,0.0,0.0,6.0,The managers duty is to ensure his employees are completing their jobs properly,4,4,4,4,4,4,I don't know his performance evaluation so I cant say,5.0,It would depend on the managers personality and if he liked Chris or not.,1,27,1,5,1,0
2.3333333333333335,R_2wKXlL8GvpHfns1,4,3,3.0,The manager uses the algorithm in determining the final performance.,0.0,0.0,3.0,It seems like there would be a lot of things an algorithm could miss with something as complex as performance.,2,2,3,6,5,6,"He would rather be evaluated by a person, so he could defend any issues that come up.",2.0,"Again, I think the algorithm would miss a lot of crucial points.",1,25,2,5,1,"A process, normally by a computer, that follows a set of rules to determine an outcome."
5.666666666666667,R_1LcUlUBX9bRk4yR,2,4,3.0,The manager and the algorithm both decide which hours are best for an employee to work during.,0.0,0.0,6.0,It is a very thorough process that determines when the best time for Chris to work.,5,4,4,1,1,1,"He would probably just be happy working, after all he isn't forced to.",5.0,I would trust that the algorithm knows how many customers there are during the day.,2,24,2,4,1,I think it is a system of calculations to determine a specified outcome.
5.0,R_2WAvvI7IrZgyN5A,1,4,3.0,They noth analyzed problems.,0.0,0.0,6.0,It just seems like a fair enough practice.,4,4,4,3,1,2,He probably doesn't feel particularly good or bad. Just even.,5.0,It seems trustworthy enough.,2,25,1,3,1,Sets of rules a computer program follows.
4.0,R_2dEoeXF8l9ocLqg,3,1,1.0,0,0.0,0.0,3.0,It takes people out of the review process. ,3,4,4,5,2,4,He's probably a little dissappointed but indifferent.,4.0,It is completely analytical,1,33,2,5,1,Mathmatical equations used to tease out information from a given set of information.
6.0,R_1FRlHW0A0XgdXHZ,3,3,3.0,The algorithm sift through applicant resumes and statements to find top contenders. The human adjust the algorithm refine the selection process. ,0.0,0.0,6.0,I think that it is fair to Chris as long as all the other applicant are subject to the same algorithm monitored by the manager,6,5,6,1,2,2,"If Chris is picked for an interview, he would know that the algorithm considers him a top applicant.",6.0,"Since the algorithm is monitored and adjusted by a human, the algorithm still have a human ""touch"" that a machine that is not monitored doesn't have.",1,33,2,5,2,a set of rules a program me abide by to make calculations.
2.8333333333333335,R_32L7kRC1NXAVHnV,1,1,1.0,0,0.0,0.0,1.0,The algorithm may be forcing him to do unnecessary maintenance. He would be a better judge if the work is needed to be done.,3,3,3,5,6,5,Chris will feel like his expertise will be irrelevant and feel out of control in the situation.,3.0,"Unless I took a close look at how it's computed, I can't trust some random model.",1,34,2,6,1,Algorithms are mathematical calculations designed to be the most efficient
