emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
3.3333333333333335,R_s5PJ4jbcvDwjDe9,1,5,5.0,0,0.0,0.0,4.0,"I think that it is his job, and while he is on the clock he should be working, I do not believe that other employees are just hanging out and not doing other tasks. ",3,2,4,4,4,5,I think is a natural response to the situation. ,4.0,I have no reason to distrust him. ,2.0,31.0,1.0,5.0,1.0,0
4.0,R_2bZyMVE4AdIc17Q,4,5,5.0,0,0.0,0.0,6.0,The manager was doing his job. ,4,4,4,4,4,4,"This depends on whether his feedback was positiv or negative, and that was not specified. ",4.0,"I've personally worked with good managers and bad managers, it could go either way. ",2.0,26.0,2.0,2.0,1.0,0
5.5,R_cGxxOVGxJtA0zGV,2,1,1.0,0,0.0,0.0,6.0,If Chris is available to work in the mornings then he should be able to work,6,4,5,2,2,2,He is able to work mornings,6.0,It should be able to figure out based off employees availability,1.0,25.0,2.0,5.0,1.0,programs used to predict outcomes or programs used to amass a bunch of data to spit out a solution.
4.0,R_dhtdbpTw6D80S1r,3,4,1.0, i can'tremember,1.0,0.0,4.0,its a 50/50.,4,4,4,4,4,4,i don't know how someone would feel,3.0,I don'tk now naything about algorithm,1.0,30.0,1.0,3.0,1.0,i have no idea
4.0,R_2SoDxBDHOe5uFwG,3,5,5.0,0,0.0,0.0,6.0,I don't understand why it would be unfair,4,4,4,4,4,4,I don't know anything about his feelings,4.0,I have no reason to distrust them or trust them,4.0,29.0,2.0,5.0,1.0,0
4.0,R_0kAL6P0UdRuapvX,4,1,1.0,0,0.0,0.0,4.0,"An algorithm is only as good as the person/people that programmed it, AND/IF it is connected to a ""smart database"" where it learns over time.",4,4,4,4,4,4,"Again, the algorithm is only a way of showing a potential result.",4.0,An algorithm is only as good as the programmer(s) who made it.,3.0,23.0,2.0,5.0,1.0,A set of instructions intended to produce a result or a series of results.
4.833333333333333,R_26gOtdEUKjikwCJ,2,4,3.0,The algorith predicts customer volume and the manager considers employee availability.,0.0,0.0,7.0,There is a logical basis and human input.,5,4,4,2,4,2,He would be happy he has a job.,6.0,There is science and humanity involved.,2.0,27.0,2.0,2.0,1.0,Rules for calculation
2.8333333333333335,R_Zk7GEbsGKxwVNoB,4,1,1.0,0,0.0,0.0,3.0,an algorithm cannot analyze emotion involved,3,3,2,5,5,5,it wouldnt be an accurate evaluation so I dont think he could feel good about it,2.0,it cant analyze emotion,1.0,45.0,1.0,3.0,1.0,computer programs that analyze data
4.833333333333333,R_sG9814mY0mATMUV,1,5,5.0,0,0.0,0.0,7.0,Chris was doing the job expected of him,3,3,5,2,2,2,Chris probably understands that the manager trusts in his skills,6.0,The manager must run a sound and efficient factory,1.0,50.0,1.0,5.0,1.0,0
2.6666666666666665,R_3O0SX6eJgzXW0UH,3,4,3.0,the algorithm has parameters and the managers reviews what the algorithm finds,0.0,0.0,6.0,"This way, top applicants get chosen. Its easier to filter out many potential employees",5,2,2,6,5,6,Chris probably feels like any other applicant,5.0,The algorithm uses properties set by a manager,2.0,25.0,2.0,5.0,1.0,algorithms are codes and principles that are used to find some sort of outcome
