emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
4.0,R_33ycCIUO90Ceuf5,3,5,5,0,0.0,0.0,7,If they're the best they deserve to be picked.,4,4,4,4,4,4,It's how it should go.,4,People are bias,3,30,2,4,1,0
5.333333333333333,R_6nGomHnX2MlXZIZ,4,5,5,0,0.0,0.0,6,The only way to know how someone is doing is to evaluate past performance,5,5,4,2,2,2,No reason for him to feel bad,6,Manager's should perform honorably,1,59,1,3,1,0
4.833333333333333,R_3M0eddgfMSeN8UI,2,1,1,0,0.0,0.0,6,mornings are busy,6,4,5,3,3,4,more money,4,neutral choice,1,27,1,6,2,i dont really know the answer
4.0,R_1OBsjOeEOT0x71Y,3,3,3,"The manager chooses an applicant, but the algorithm selects the top applicant.",0.0,0.0,5,Sometimes there needs to be a mediator in making decisions.,4,4,4,4,4,4,I don't think he'd really care.,5,Computers generally work well.,1,26,1,4,1,Lottery systems that evaluate based on statistics.
4.0,R_2th5FbJWng6d2zS,2,1,1,0,0.0,0.0,6,"As long as they are normal length shifts, and not doubles.. I don't see an issue with it.",5,2,3,2,3,5,"Hard to tell without knowing if he normally works those shifts, if he is a morning person, if he has to get his kids ready for school/etc",3,Not enough knowledge to really know how well the algorithm is working well or not.,1,29,2,3,1,A set of rules followed by a computer to solve problems
4.5,R_2dzjMR94PTKWrfM,1,5,5,0,0.0,0.0,7,it seems reasonable to me,6,6,6,6,5,4,He'd probably feel okay with it.,5,It's their job.,4,28,2,5,1,0
2.6666666666666665,R_vJDxJbQlbvIWCCR,4,1,1,0,0.0,0.0,2,I don't think an algorithm can accurately rate tone and speech. It needs a human.,2,2,4,4,6,6,"Proud/disappointed would depend on the rating. However I think most people would be unhappy and frustrated that they were being rated on such a qualitative, subjective thing by a computer.",2,"I don't think computers can accurately rate a subjective, qualitative thing like open end human speech response to customer service questions.",2,41,2,6,1,formulas or heuristics designed by people but used by a computer to judge something based on calculations
5.166666666666667,R_1IFoAcTEuR0N8tZ,2,3,3,the process would make recommendations and the manager would choose to implement or not.,0.0,0.0,6,It only considers what improves productivity. ,4,5,4,3,2,1,He has to work some time.,6,I trust in processes.,4,55,2,4,1,a primitive form and basis of AI
3.6666666666666665,R_1PTbvVEISyzWKSB,4,5,5,0,0.0,0.0,6,Seems like pretty standard employee evaluation,2,1,2,2,2,3,"I think he would mostly feel neutral about it, maybe a little nervous",3,"Employee evaluations are notoriously frustrating for many reasons, and one reason is that managers tend to get a little high off their power",2,25,1,5,1,0
4.666666666666667,R_NXU5mE1s7rfvFdL,2,4,3,The manager creates schedules with the assistance of the algorithm,0.0,0.0,4,Chris is scheduled when he is needed according to his availability,4,4,2,2,2,2,I don't think Chris will be emotional over his schedule,5,It is a useful aid if it is well designed,2,54,2,5,1,a formula for making decisions 
5.333333333333333,R_r86woJyZ3ws1rRn,2,5,5,0,0.0,0.0,6,If Chris is available to work mornings then it's fair that he is scheduled.,5,4,5,2,2,2,Chris should be happy to work since he will be making money.,5,He considers the employees' availability and how many of them may need to come in depending on how busy they are at that time. ,3,19,2,3,4,0
4.166666666666667,R_3J8jVBahl5XPpqS,1,1,1,0,0.0,0.0,6,Because the algorithm relies on previous data it makes sense to check those components of the machinery because it tells you when it tends to break down.,4,1,2,2,2,2,I think he wouldn't care much either way it does take the burden of making these decisions off of him.,5,I would trust it but feel like it would need some human oversight.,2,35,1,6,4,THey are formulas that use data to make prediction.
