emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
3.1666666666666665,R_1Fktu8JtBA04mOe,3,1,1.0,0,0.0,0.0,3.0,shouldn't use computers for hiring ,3,3,3,5,4,5,would be too nerve wracking,2.0,shouldn't use computers to hire people,1,33,2,3,1,mathmatical processes to determine an answer
5.666666666666667,R_1Qi8DUD0dndgxMV,2,4,1.0,manager tells the employee what the algorithm chooses and puts it into play.,1.0,0.0,6.0,it's not a person choosing his schedule but an algarithm.  Couldn't be more fair.,6,5,6,2,2,3,it's a computer and not a person.,6.0,it is based on numbers so no feelings involved,1,47,1,5,1,computer generated to determine numbers.
3.6666666666666665,R_2Ucm5N9up6DtV2x,4,4,3.0,The both were part of the input for Chris' feedback,0.0,0.0,3.0,The manager could give bias feedback,3,4,4,4,4,5,He may be upset that the manager was bias,5.0,It seems like it would prove its own success,1,24,2,5,1,They are equations that provide how answer is proven
4.333333333333333,R_32XVlsjEWLzG3Qi,4,5,5.0,0,0.0,0.0,7.0,He is the manager therefore he should evaluate performance of his subordinates.,5,3,3,3,3,3,Chris should expect his work performance to be evaluated.,5.0,"I don't know this manager, but he should be fair.",1,40,1,4,1,0
4.0,R_24N1NLSq1gw470s,4,5,5.0,0,0.0,0.0,6.0,The manager is supposed to evaluate Chris's performance as that's their job.,4,4,4,4,4,4,Without knowing how Chris's performance was rated it is hard to tell what his feelings might be.,5.0,Most managers try hard to evaluate their employees in a fair manner so trusting them is the right thing to do unless they give you a reason not to.,1,37,2,5,1,0
1.5,R_2B4pdjfrqXys8po,1,1,1.0,0,0.0,0.0,3.0,Chris has real experience and is not able to use it.,1,1,1,6,6,6,Chris no longer able to use his brain.,1.0,The computer was not programmed b Chris who has the experience.,2,41,2,5,1,It is a complex line of if/then commands to direct users.
5.166666666666667,R_2ZNt1C9wrEPFdPW,3,5,5.0,0,0.0,0.0,6.0,everyone has a fair chance of being selected due tot heir resume,5,1,4,1,1,1,he might feel a bit happy that it is a fair selection,6.0,it will benefit the manager to make the best choices possible,1,37,2,2,3,0
5.0,R_UVJCb0zHK4Mc3lf,1,5,5.0,0,0.0,0.0,6.0,This task is a normal part of the job,4,4,4,2,2,2,I think that Chris would not be too bothered about being asked to do this job.,5.0,I think that the managers makes the decisions as best as they know how to,2,35,1,3,1,0
6.333333333333333,R_1JRQ3wFkwz40RVo,1,4,1.0,"Manager sets up the algorithm, and the algorithm shows what is happening.",1.0,0.0,7.0,I feel that it is taking into account the operation more than just a person who might make 1 mistake. If you have the same mistakes you should check where it's at.,6,4,7,1,1,1,I think he would be proud of what he came up with.,7.0,I would see no reason to think it would be biase.,1,35,2,5,1,"They are to check tendencies, and notice issues that are constantly happening."
4.0,R_10u52RVWg89at7j,2,5,5.0,0,0.0,0.0,6.0,"it is part of the process to have the most efficient work flow, if Chris has always been working evenings though t hat would be a problem.",2,2,2,2,2,2,I don't think Chris would feel anything for being shifted to the morning shift yet have no clear response from Chris in the pararaph.,5.0,"I can trust him but I am not sure how much I am willing to extend,we have not been given examples of pure conflict resulting because of the manger",2,18,2,1,3,0
