emotion,ID,task,decision maker,HitL mc,MC Human OR,mc error,reading check error,fairness,fairness_OR,happy,joyful,proud,disappointed,angry,frustrated,emotion_OR,trust,trust_OR,programming exp,age,gender,education,ethnicity,algorithm definition
4.166666666666667,R_1Pcwm8LRntnz8O2,3,2,1.0,The algorithm helps tor narrow it down,1.0,0.0,6.0,It should be a fair process,6,3,3,6,1,4,it is something he should trust in,5.0,I believe algorithms will change the future ,1,21,2,3,1,specific set of circumstances to accomplish a goal
2.5,R_3L0Sl7oLDltJzvg,3,1,1.0,0,0.0,0.0,6.0,"It is a computer selecting it, so I think it is fair",1,1,1,4,2,6,I think Chris would think it is probably unfair if he is not chosen,4.0,It makes unbiased analysis since it is a computer,1,29,1,4,1,They take statistics and come up with the best option based on previous items
5.5,R_20VF6pwA03yRy8y,2,5,5.0,0,0.0,0.0,7.0,The manager is considering everyone when making this decision.,6,5,5,3,2,2,There is no reason for him to be mad when the process is fair.,6.0,A good manager should always be able to make a good work schedule.,2,27,2,3,1,0
3.8333333333333335,R_UQHB0o3ZaglnUEF,2,1,1.0,0,0.0,0.0,3.0,The algorithm might not take in other factors that prevent Chris from working in the mornings.,4,3,3,4,3,4,I don't think he would be overly pleased or upset by this.,4.0,It would have to be proven for me to trust it,2,32,2,5,1,algorithms are sets of rules followed by computers to make decisions.
4.666666666666667,R_Wj7s9H6DIvsAR57,2,3,3.0,"The algorithm is a computer program used to make the schedule, but the manager has the ability to make changes to both the algorithm and the schedule as needed.",0.0,0.0,6.0,"The algorithm used objective facts without taking into account any ""personal"" feelings",4,4,4,3,2,3,"If Chris knows that he was scheduled by an algorithm, then he should not have any ""hard feelings"" towards the manager or the situation",5.0,"The algorithm has been proven to make good decisions, but there is always the ability of the manager to make the necessary changes in the event that they are requested and/or needed. ",1,24,1,5,1,Computer based programs that are standardized and used to organize/run things to make tasks and situations easier for humans.
4.833333333333333,R_3shs3FzAS6bd5LA,1,4,3.0,the manager analyzed the importance of the parts and the algorithm analyzed its breakdown frequency.  Based on both these inputs the algorithm assigned personnel appropriately.,0.0,0.0,4.0,It's not a question of fairness but rather automation.  Chris has input into the decision too.,4,4,4,2,2,3,I think he's just doinghis job so emotion doesn't play into the situation very much.,5.0,Expert systems like that are usually well researched and programmed.,4,41,2,6,1,Computer programs that take inputs and produce outputs or decisions.
5.0,R_3hayIY14dQHLnBe,2,5,5.0,0,0.0,0.0,6.0,Its a part of the job Chris agreed to when he entered employment.  The hours are not chosen in a manner which is bias but pro-business,5,5,4,4,2,2,Now that Chris works mornings he can do errands and go out with friends in the evening,6.0,He was hired because of his skills in the job (or I assume so),2,23,1,5,7,0
2.3333333333333335,R_bJzQvbtuCLVFBAt,4,4,3.0,The manager and algorithm both analyzed the employee's calls but the algorithm made the final choice.,0.0,0.0,2.0,The manager does not evaluate Chris only the algorithm does.,2,2,2,5,5,6,Chris would feel cheated.,3.0,Algorithms are not perfect.,2,28,2,6,4,Algorithms are computer codes.
5.166666666666667,R_qPXDbhxr5rWEPnP,1,2,3.0,Manager assigned someone to use the algorithm to check things about the factory.,0.0,0.0,5.0,The algorithm seems to do its job and work accurately.,4,2,4,1,1,1,It is difficult to determine Chris feelings.,5.0,seems to be trustworthy.,2,28,2,5,1,basically a set of rules and formulas to determine different data sets.
3.8333333333333335,R_296Q8NMZeoVPVl2,1,5,5.0,0,0.0,0.0,6.0,He is doing his job and is a part of the process to check a specific component and do work on it. ,4,3,4,5,3,4,I think he might be bored of his job and somewhat disappointed he is at work. Most of his feelings would be in check tho. He is just going about his day.,5.0,There is nothing to indicate I should not trust the manager in the scenario. ,1,33,1,5,1,0
